id,name
359,Andy Williams
360,Ane Brun
361,Angelika Express
362,Angels & Airwaves
363,Angus And Julia Stone
364,Ani Difranco
365,Animal Collective
366,Anita Baker
367,Anna Ternheim
368,Anne Murray
369,Annett Louisan
370,Annie Lennox
371,Antonio Vivaldi
372,Antony And The Johnsons
373,Antsy Pants
374,Antônio Carlos Jobim
375,Anya Marina
376,Aqueduct
377,Arcade Fire
378,Architecture In Helsinki
379,Arctic Monkeys
380,Aretha Franklin
381,Art Brut
382,Ash
383,Ashlee Simpson
384,Astrud Gilberto
385,At The Drive-In
386,Athlete
387,Atmosphere
388,Atomic Kitten
389,Audioslave
390,Augustana
391,Avril Lavigne
392,B*Witched
393,B.J. Thomas
394,Babyshambles
395,Backstreet Boys
396,Bad Astronaut
397,Bad Company
398,Bad Religion
399,Badly Drawn Boy
400,Band Of Horses
401,Barry Louis Polisar
402,Bay City Rollers
403,Beatsteaks
404,Beck
405,Bedouin Soundclash
406,Beginner
407,Beirut
408,Bell X1
409,Belle And Sebastian
410,Ben Folds
411,Ben Folds Five
412,Ben Gibbard
413,Ben Harper
414,Ben Kweller
415,Ben Lee
416,Bernard Herrmann
417,Bert Jansch
418,Better Than Ezra
419,Beulah
420,Beyoncé
421,Biffy Clyro
422,Big D And The Kids Table
423,Bill Ricchini
424,Bill Withers
425,Billie Davis
426,Billie Holiday
427,Billy Talent
428,Bing Crosby
429,Black Rebel Motorcycle Club
430,Blackmail
431,Blink-182
432,Bloc Party
433,Blues Traveler
434,Blumentopf
435,Blumfeld
436,Blur
437,Bob Dylan
438,Bob Seger
439,Bobby Hutcherson
440,Bon Iver
441,Bonnie 'Prince' Billy
442,Bonnie Somerville
443,Bowling For Soup
444,Boy Division
445,Boysetsfire
446,Boyz Ii Men
447,Brand New
448,Brenda Lee
449,Brian Hyland
450,Brian Mcfadden
451,Brian Mcknight
452,Bright Eyes
453,British Sea Power
454,Broder Daniel
455,Bromheads Jacket
456,Bryan Adams
457,Buddy Holly
458,Built To Spill
459,Bushido
460,Béla Fleck And The Flecktones
461,Caesars
462,Café Del Mar
463,Cake
464,Calexico
465,Califone
466,Camera Obscura
467,Carbon Leaf
468,Carole King
469,Carter Burwell
470,Cary Brothers
471,Cat Power
472,Cat Stevens
473,Catch 22
474,Cazals
475,Chantal Kreviazuk
476,Charlie Parker
477,Chas 'N' Dave
478,Chet Baker
479,Christina Aguilera
480,Christmas Songs
481,Chuck Berry
482,Citizen Cope
483,Clap Your Hands Say Yeah
484,Claude Debussy
485,Clickclickdecker
486,Clueso
487,Cobra Starship
488,Cocoon
489,Coheed And Cambria
490,Colbie Caillat
491,Cold War Kids
492,Colin Hay
493,Common Rider
494,Conor Oberst
495,Copeland
496,Corinne Bailey Rae
497,Count Basie
498,Counting Crows
499,Creedence Clearwater Revisited
500,Creedence Clearwater Revival
501,"Crosby, Stills & Nash"
502,"Crosby, Stills, Nash & Young"
503,Cursive
504,Cyndi Lauper
505,Damien Rice
506,Daniel Bedingfield
507,Danko Jones
508,Danny Elfman
509,Dashboard Confessional
510,Dave Matthews
511,Dave Matthews & Tim Reynolds
512,Dave Matthews Band
513,David Bowie
514,David Ford
515,David Gray
516,David Hasselhoff
517,David Kitt
518,Death Cab For Cutie
519,Death From Above 1979
520,Deep Purple
521,Deerhoof
522,Deichkind
523,Delbo
524,Dendemann
525,Dennis Brown
526,Descendents
527,Detektivbyrån
528,Devendra Banhart
529,Dia Psalma
530,Diana Krall
531,Diana Ross & The Supremes
532,Dick Brave & The Backbeats
533,Die Aeronauten
534,Die Fantastischen Vier
535,Die Goldenen Zitronen
536,Die Sterne
537,Die Toten Hosen
538,Die Ärzte
539,Dilated Peoples
540,Dionne Warwick
541,Dios (Malos)
542,Dirty Dancing
543,Dirty Pretty Things
544,Disco Ensemble
545,Disney
546,Dispatch
547,Dizzy Gillespie
548,Dogs Die In Hot Cars
549,Donots
550,Donovan
551,Doris Day
552,Doves
553,Dread Zeppelin
554,Dredg
555,Dropkick Murphys
556,Duke Ellington
557,Dusty Springfield
558,Duvall
559,E-Z Rollers
560,Eagle-Eye Cherry
561,Eagles Of Death Metal
562,Eartha Kitt
563,Echt
564,Editors
565,Edwin Mccain
566,Eels
567,Eins Zwo
568,Elbow
569,Elefant
570,Element Of Crime
571,Eleni Mandell
572,Ella Fitzgerald
573,Ella Fitzgerald & Louis Armstrong
574,Elliott Smith
575,Elton John
576,Elvis Costello
577,Elvis Presley
578,Embrace
579,End Of Fashion
580,Erasure
581,Eric Clapton
582,Erik Mongrain
583,Esbjörn Svensson Trio
584,Esther Phillips
585,Eva Cassidy
586,Evanescence
587,Eve 6
588,Extreme
589,Face To Face
590,Faith No More
591,Fall Out Boy
592,Feeder
593,Feist
594,Fenix Tx
595,Fettes Brot
596,Finley Quaye & William Orbit
597,Fiona Apple
598,Firefox Ak
599,Five For Fighting
600,Flunk
601,Foo Fighters
602,Fool'S Garden
603,Fort Minor
604,Fotos
605,Four Year Strong
606,Foy Vance
607,Frank & Nancy Sinatra
608,Frank Sinatra
609,Frank Zappa
610,Franz Ferdinand
611,Fred Astaire
612,Freundeskreis
613,Friendly Fires
614,Frightened Rabbit
615,Frou Frou
616,Fugees
617,G. Love
618,G. Love & Special Sauce
619,Gabrielle
620,Galactic
621,Gang Of Four
622,Gary Jules
623,Gavin Degraw
624,Georgie Fame
625,Get Cape. Wear Cape. Fly
626,Get Well Soon
627,Gilbert O'Sullivan
628,Glashaus
629,Gnarls Barkley
630,Goldfinger
631,Good Charlotte
632,Good Shoes
633,Gorillaz
634,Gorky'S Zygotic Mynci
635,Grandaddy
636,Grateful Dead
637,Green Day
638,Grizzly Bear
639,Gruff Rhys
640,Guided By Voices
641,Guillemots
642,Guster
643,Gwen Stefani
644,Hall & Oates
645,"Hank Williams, Jr."
646,Hansen Band
647,Hard-Fi
648,Heather Nova
649,Hoobastank
650,Hope Of The States
651,Horace Silver
652,Hot Chocolate
653,Hot Club De Paris
654,Hot Hot Heat
655,Hot Water Music
656,Howe Gelb
657,Howie Day
658,Huey Lewis & The News
659,Hund Am Strand
660,Hushpuppies
661,I Am Kloot
662,Ian Brown
663,Ibrahím Ferrer
664,Idlewild
665,Imogen Heap
666,Incubus
667,Indochine
668,Ingrid Michaelson
669,Interpol
670,Inxs
671,Iron & Wine
672,Islands
673,Israel KamakawiwoʻOle
674,Jack Black
675,Jack Johnson
676,Jack Johnson & Ben Harper
677,Jack Peñate
678,Jack'S Mannequin
679,Jackson 5
680,Jacques Brel
681,James Blunt
682,Jamie Cullum
683,Jamie T
684,Jamiroquai
685,Jan Delay
686,Jane Monheit
687,Janove Ottesen
688,Japanther
689,Jason Mraz
690,Jawbreaker
691,Jeff Buckley
692,Jefferson Airplane
693,Jem
694,Jennifer Hudson
695,Jessica Simpson
696,Jet
697,Jets To Brazil
698,Jim Jacobs & Warren Casey
699,Jim Noir
700,Jimi Hendrix
701,Jimi Tenor & Kabu Kabu
702,Jimmy Eat World
703,Jo Stafford
704,Joaquin Phoenix
705,Joaquin Phoenix & Reese Witherspoon
706,Jodeci
707,John Coltrane
708,John Frusciante
709,John Legend
710,John Lennon
711,John Mayer
712,John Mayer Trio
713,John Paul Young
714,John Travolta & Olivia Newton-John
715,John Williams
716,Johnathan Rice
717,Johnnie Taylor
718,Johnny Cash
719,Johnny Nash
720,Johnny Thunders
721,Johnossi
722,Jolie Holland
723,Jonathan Larson
724,Joni Mitchell
725,Joseph Arthur
726,Josh Groban
727,Joss Stone
728,José González
729,Joy Division
730,Jr Ewing
731,Judith Holofernes
732,Judy Garland
733,Juli
734,Justin Timberlake
735,Kaiser Chiefs
736,Kaizers Orchestra
737,Kante
738,Kanye West
739,Kasabian
740,Kate Havnevik
741,Kate Nash
742,Katie Melua
743,Katrina And The Waves
744,Katy Perry
745,Keane
746,Keith Jarrett
747,Keith Urban
748,Keller Williams
749,Kelly Clarkson
750,Kent
751,Kettcar
752,Kim Sozzi
753,Kimya Dawson
754,Kings Of Convenience
755,Kings Of Leon
756,Klee
757,Kristian Anttila
758,Kt Tunstall
759,Kylie Minogue
760,Lagwagon
761,Larrikin Love
762,Lars Winnerbäck
763,Lars Winnerbäck Och Hovet
764,Lazlo Bane
765,Lcd Soundsystem
766,Leann Rimes
767,Led Zeppelin
768,Led Zeppelin Jam
769,Leftöver Crack
770,Lene Marlin
771,Leona Naess
772,Less Than Jake
773,Lez Zeppelin
774,Lifehouse
775,Lighthouse Family
776,Liquido
777,Little Barrie
778,Living Things
779,Lloyd Cole
780,Lloyd Cole And The Commotions
781,Los Campesinos!
782,Lou Barlow
783,Lou Reed
784,Love
785,Low
786,Lucinda Williams
787,Ludovico Einaudi
788,Mad Caddies
789,Madeleine Peyroux
790,Madonna
791,Madsen
792,Mando Diao
793,Manic Street Preachers
794,Mansun
795,Manu Chao
796,Mariah Carey
797,Marilyn Monroe
798,Marit Larsen
799,Maritime
800,Mark Knopfler
801,Maroon 5
802,Massive Attack
803,Mat Kearney
804,Mateo Messina
805,Matisyahu
806,Matt Costa
807,Matt Pond Pa
808,Matt Wertz
809,Matthew Sweet
810,Maxïmo Park
811,Mazzy Star
812,Me First And The Gimme Gimmes
813,Megapuss
814,Meredith Brooks
815,Metric
816,Mgmt
817,Mia.
818,Michael Brecker
819,Michael Cera & Ellen Page
820,Michael Franti & Spearhead
821,Michael Jackson
822,Michelle Branch
823,Midtown
824,Milburn
825,Millencolin
826,Minus The Bear
827,Modest Mouse
828,Moe.
829,Mojave 3
830,Moloko
831,Morrissey
832,Motion City Soundtrack
833,Mott The Hoople
834,Muff Potter
835,Mumm-Ra
836,Murder By Death
837,Muse
838,Mustard Plug
839,My Chemical Romance
840,My Darling You!
841,Mystery Jets
842,Nada Surf
843,Naked Raygun
844,Nancy Sinatra
845,Nancy Wilson
846,Nat King Cole
847,Natalie Imbruglia
848,Natasha Bedingfield
849,Ne-Yo
850,Neil Finn
851,Neil Young
852,Nelly Furtado
853,Neutral Milk Hotel
854,New Found Glory
855,Nick Drake
856,Nickelback
857,Nicola Conte
858,Nicole Kidman
859,Nicole Kidman & Ewan Mcgregor
860,Nine Black Alps
861,Nine Inch Nails
862,Nirvana
863,No Doubt
864,No Use For A Name
865,Nofx
866,Noisettes
867,Norah Jones
868,O.A.R.
869,Oceansize
870,Of Montreal
871,Ok Go
872,Okkervil River
873,Olivia Newton-John
874,Olli Schulz & Der Hund Marie
875,Olspur
876,Orson
877,Otis Redding
878,Panic At The Disco
879,Panteón Rococó
880,Paolo Nutini
881,Papa Roach
882,Patrice
883,Patrick Park
884,Patrick Swayze
885,Paul Simon
886,Paula Cole
887,Pavement
888,Pedro The Lion
889,Pegboy
890,Peggy Lee
891,Pennywise
892,Pepper
893,Pete Townshend
894,Pete Yorn
895,Peter Bjorn And John
896,Peter Broderick
897,Peter Doherty
898,Peter Frampton
899,Peterlicht
900,Phantom Planet
901,Phil Collins
902,Phish
903,Phoenix
904,Piebald
905,Pinback
906,Pink Floyd
907,Pixies
908,Placebo
909,Plain White T'S
910,Porcupine Tree
911,Port O'Brien
912,Portishead
913,Portishead & Moloko
914,Pretty Girls Make Graves
915,Puddle Of Mudd
916,Queen & David Bowie
917,R. Kelly
918,R.E.M.
919,Rachael Yamagata
920,Rachel Portman
921,Radio Birdman
922,Rage Against The Machine
923,Ramones
924,Rancid
925,Randy Crawford
926,Rantanplan
927,Ray Charles
928,Ray Davies
929,Ray Lamontagne
930,Razorlight
931,Reamonn
932,Reel Big Fish
933,Reese Witherspoon
934,Regina Spektor
935,Remy Zero
936,Revolverheld
937,Richard Ashcroft
938,Richard Cheese
939,Richard Hawley
940,Richmond Fontaine
941,Rickie Lee Jones
942,Rihanna
943,Rilo Kiley
944,Rio Reiser
945,Rise Against
946,Robbie Williams
947,Robbie Williams & Nicole Kidman
948,"Robert Downey, Jr."
949,Robert Pattinson
950,Rocky Votolato
951,Rod Stewart
952,Roger Cicero
953,Rogue Wave
954,Ron Sexsmith
955,Ronan Keating
956,Rooney
957,Rosenstolz
958,Roy Orbison
959,Royal Trux
960,Rufus Wainwright
961,Rusted Root
962,Rx Bandits
963,Ryan Adams
964,Saint Etienne
965,Sam Cooke
966,Samy Deluxe
967,Santa Esmeralda
968,Santa Esmiralda
969,Santana
970,Saosin
971,Sarah Mclachlan
972,Savage Garden
973,Saves The Day
974,Saybia
975,Scarlett Johansson
976,Scott Joplin
977,Screeching Weasel
978,Scritti Politti
979,Seeed
980,Sex Pistols
981,Shawn Mullins
982,She Wants Revenge
983,Sheryl Crow
984,Shirley Bassey
985,Shocking Pinks
986,Shooter Jennings
987,Shout Out Louds
988,Sigur Rós
989,Silbermond
990,Silverchair
991,Silversun Pickups
992,Simon & Garfunkel
993,Simple Plan
994,Sinéad O'Connor
995,Sixpence None The Richer
996,Slade
997,Slightly Stoopid
998,Slut
999,Smog
1000,Smoking Popes
1001,Snow Patrol
1002,Soap&Skin
1003,Solomon Burke
1004,Someone Still Loves You Boris Yeltsin
1005,Something Corporate
1006,Sonic Youth
1007,Sophie B. Hawkins
1008,Sophie Ellis-Bextor
1009,Sophie Milman
1010,Sophie Zelmani
1011,Soundtrack
1012,South
1013,Sparks
1014,Spitalfield
1015,Spoon
1016,Sportfreunde Stiller
1017,Sr-71
1018,St. Thomas
1019,Stacie Orrico
1020,Stampeders
1021,Stan Getz
1022,Stars
1023,Starsailor
1024,State Radio
1025,Status Quo
1026,Stephen Malkmus
1027,Stereo Total
1028,Stereolab
1029,Stereophonics
1030,Steve Miller Band
1031,Stevie Wonder
1032,Story Of The Year
1033,Straylight Run
1034,Streetlight Manifesto
1035,Sublime
1036,Suede
1037,Sufjan Stevens
1038,Sugarplum Fairy
1039,Sum 41
1040,Super Furry Animals
1041,Supergrass
1042,Supreme Beings Of Leisure
1043,Suzi Quatro
1044,Switchfoot
1045,System Of A Down
1046,Sérgio Mendes
1047,T. Rex
1048,Take That
1049,Taking Back Sunday
1050,Tally Hall
1051,Tapes 'N Tapes
1052,Ted Leo And The Pharmacists
1053,Teenage Fanclub
1054,Tegan And Sara
1055,Tellison
1056,Temposhark
1057,Tenacious D
1058,The (International) Noise Conspiracy
1059,The 13Th Floor Elevators
1060,The Academy Is...
1061,The Accidental
1062,The Album Leaf
1063,The All-American Rejects
1064,The Aquabats!
1065,The Archies
1066,The Ark
1067,The Asteroids Galaxy Tour
1068,The Ataris
1069,The Automatic
1070,The B-52'S
1071,The Band
1072,The Beach Boys
1073,The Beatles
1074,The Beautiful Girls
1075,The Bees
1076,The Besnard Lakes
1077,The Beta Band
1078,The Black Heart Procession
1079,The Boy Least Likely To
1080,The Bravery
1081,The Breeders
1082,The Broadways
1083,The Cardigans
1084,The Cat Empire
1085,The Chalets
1086,The Charlatans
1087,The Cinematics
1088,The Clash
1089,The Click Five
1090,The Cloud Room
1091,The Cooper Temple Clause
1092,The Copyrights
1093,The Coral
1094,The Corrs
1095,The Cranberries
1096,The Creation
1097,The Cribs
1098,The Cure
1099,The Dandy Warhols
1100,The Darkness
1101,The Datsuns
1102,The Dead 60S
1103,The Dears
1104,The Decemberists
1105,The Delgados
1106,The Dillinger Escape Plan
1107,The Doors
1108,The Dresden Dolls
1109,The Duke Spirit
1110,The Early November
1111,The Electric Soft Parade
1112,The Enemy
1113,The Expendables
1114,The Faint
1115,The Falcon
1116,The Feeling
1117,The Films
1118,The Flaming Lips
1119,The Flatliners
1120,The Forecast
1121,The Fratellis
1122,The Fray
1123,The Futureheads
1124,The Gaslight Anthem
1125,The Get Up Kids
1126,The Go! Team
1127,The Goo Goo Dolls
1128,"The Good, The Bad & The Queen"
1129,The Hives
1130,The Holloways
1131,The Hoosiers
1132,The Hush Sound
1133,The Jackson 5
1134,The Jesus And Mary Chain
1135,The John Butler Trio
1136,The Killers
1137,The Kills
1138,The Kinks
1139,The Knife
1140,The Kooks
1141,The La'S
1142,The Lawrence Arms
1143,The Lemonheads
1144,The Libertines
1145,The Lillingtons
1146,The Little Ones
1147,The Long Blondes
1148,The Long Winters
1149,The Maccabees
1150,The Magic Numbers
1151,The Magnetic Fields
1152,The Mars Volta
1153,The Marvelettes
1154,The Matches
1155,The Methadones
1156,The Mighty Mighty Bosstones
1157,The Modern Jazz Quartet
1158,The Moldy Peaches
1159,The Music
1160,The National
1161,The Notwist
1162,The Offspring
1163,The Ordinary Boys
1164,The Others
1165,The Paddingtons
1166,The Perishers
1167,The Pietasters
1168,The Pigeon Detectives
1169,The Pipettes
1170,The Police
1171,The Polyphonic Spree
1172,The Postal Service
1173,The Presidents Of The United States Of America
1174,The Pretenders
1175,The Proclaimers
1176,The Prodigy
1177,The Promise Ring
1178,The Pussycat Dolls
1179,The Rakes
1180,The Rat Pack
1181,The Raveonettes
1182,The Real Tuesday Weld
1183,The Reindeer Section
1184,The Rifles
1185,The Robocop Kraus
1186,The Rolling Stones
1187,The Ronettes
1188,The Roots
1189,The Scene Aesthetic
1190,The Searchers
1191,The Servant
1192,The Shins
1193,The Shirelles
1194,The Slip
1195,The Smashing Pumpkins
1196,The Smiths
1197,The Sonics
1198,The Sounds
1199,The Stills
1200,The Stone Roses
1201,The Stooges
1202,The Streets
1203,The Strokes
1204,The Submarines
1205,The Subways
1206,The Suicide Machines
1207,The Sunshine Underground
1208,The Tallest Man On Earth
1209,The Thrills
1210,The Toasters
1211,The Tough Alliance
1212,The Vandals
1213,The Veils
1214,The Velvet Underground
1215,The Ventures
1216,The View
1217,The Vines
1218,The Von Bondies
1219,The Walkmen
1220,The Weakerthans
1221,The White Stripes
1222,The Who
1223,The Wombats
1224,The Wonders
1225,The Young Knives
1226,The Zutons
1227,They Might Be Giants
1228,Thievery Corporation
1229,Third Eye Blind
1230,Thirteen Senses
1231,Thrice
1232,Thursday
1233,Tiger Lou
1234,Tilly And The Wall
1235,Timbaland
1236,Timo Räisänen
1237,Tina Turner
1238,Tocotronic
1239,Tokyo Police Club
1240,Tom Jones
1241,Tom Petty
1242,Tom Petty And The Heartbreakers
1243,Tom Vek
1244,Tom Waits
1245,Tomte
1246,Ton Steine Scherben
1247,Toploader
1248,Tord Gustavsen Trio
1249,Toto
1250,Tracy Chapman
1251,Trans-Siberian Orchestra
1252,Travis
1253,Turbonegro
1254,Turin Brakes
1255,Two Gallants
1256,Ub40
1257,Umphrey'S Mcgee
1258,Ursula 1000
1259,Usher
1260,Vampire Weekend
1261,Van Morrison
1262,Vanessa Carlton
1263,Vast
1264,Vega 4
1265,Vertical Horizon
1266,Village People
1267,Violent Femmes
1268,Virginia Jetzt!
1269,Vonda Shepard
1270,Voodoo Glow Skulls
1271,Voxtrot
1272,Wanda Jackson
1273,Waylon Jennings
1274,We Are Scientists
1275,Weezer
1276,Wham!
1277,Wheatus
1278,Whitesnake
1279,Whitney Houston
1280,Wilco
1281,Wir Sind Helden
1282,Wise Guys
1283,Wolfgang Amadeus Mozart
1284,Wolfmother
1285,Xavier Naidoo
1286,Xavier Rudd
1287,Yann Tiersen
1288,Yeah Yeah Yeahs
1289,Yellowcard
1290,Yeti
1291,Yiruma
1292,Yo La Tengo
1293,Yo-Yo Ma
1294,You Say Party! We Say Die!
1295,Youth Group
1296,Zero 7
1297,[Disney]
1298,"¡Forward, Russia!"
1299,Édith Piaf
1300,Émilie Simon
1301,Пётр Ильич Чайковский
1302,東京スカパラダイスオーケストラ
1303,27
1304,4 Strings
1305,50 Cent
1306,65Daysofstatic
1307,7L & Esoteric
1308,A Guy Called Gerald
1309,A Static Lullaby
1310,Above & Beyond
1311,Ace Of Base
1312,Across The Universe Soundtrack
1313,Adam Tensta
1314,Afi
1315,Against Me!
1316,Alan Jackson
1317,Alice Cooper
1318,Alice Deejay
1319,All Time Low
1320,Allister
1321,Alter Ego
1322,Amber
1323,Amber Pacific
1324,America
1325,Anadivine
1326,Andrea Doria
1327,Andy Caldwell
1328,Angel City
1329,Anne Clark
1330,Anoushka Shankar
1331,Anti-Flag
1332,Armin Van Buuren
1333,Armor For Sleep
1334,Asher Roth
1335,Atb
1336,Atreyu
1337,Autokratz
1338,Autopilot Off
1339,Avenged Sevenfold
1340,Axwell
1341,Ayla
1342,Bahamadia
1343,Baltimora
1344,Basement Jaxx
1345,Benassi Bros.
1346,Benny Benassi
1347,Benny Benassi Presents The Biz
1348,Big & Rich
1349,Big L
1350,Billy Squier
1351,Black Sabbath
1352,Blank & Jones
1353,Bloodhound Gang
1354,Blümchen
1355,Bob Marley
1356,Bob Marley & The Wailers
1357,Bob Sinclar
1358,Bobmo
1359,Bone Thugs-N-Harmony
1360,Boogie Pimps
1361,Boston
1362,Boys Like Girls
1363,Boys Night Out
1364,Boys Noize
1365,Brad Paisley
1366,Broken Social Scene
1367,Broken Spindles
1368,Bt
1369,Bullet For My Valentine
1370,Busy P
1371,Butthole Surfers
1372,Cactus
1373,Calvin Harris
1374,Cam'Ron
1375,Captain Jack
1376,Cartel
1377,Cascada
1378,Chamillionaire
